Country,Segment,Date,observed_default_rate,observed_loss_rate,estimated_pd,estimated_lgd
Cyprus,Corporates - Of Which: Specialised Lending,Dec-20,,,2.06%,29.52%
Cyprus,Corporates - Of Which: SME,Dec-20,,,3.44%,19.20%
Cyprus,Retail,Dec-20,0.25%,24.35%,1.32%,17.72%
Cyprus,Retail - Secured on real estate property,Dec-20,,,1.73%,12.94%
Cyprus,Retail - Qualifying Revolving,Dec-20,1.44%,,0.55%,72.62%
Cyprus,Retail - Other Retail,Dec-20,0.08%,33.72%,1.29%,13.92%
Czech,Corporates,Dec-20,1.08%,52.20%,2.39%,32.90%
Czech,Corporates - Of Which: Specialised Lending,Dec-20,0.42%,32.78%,1.69%,27.11%
Czech,Corporates - Of Which: SME,Dec-20,2.01%,41.55%,3.28%,31.78%
Czech,Retail,Dec-20,1.02%,33.67%,1.46%,27.64%
Czech,Retail - Secured on real estate property,Dec-20,0.61%,19.51%,1.08%,21.18%
Czech,Retail - Qualifying Revolving,Dec-20,1.57%,29.64%,3.02%,52.28%
Czech,Retail - Other Retail,Dec-20,2.14%,44.21%,2.59%,45.31%
Denmark,Corporates,Dec-20,0.69%,17.95%,1.17%,22.25%
Denmark,Corporates - Of Which: Specialised Lending,Dec-20,,,1.94%,22.31%
Denmark,Corporates - Of Which: SME,Dec-20,0.57%,18.25%,1.47%,18.97%
Denmark,Retail,Dec-20,0.48%,14.51%,0.85%,18.34%
Denmark,Retail - Secured on real estate property,Dec-20,0.46%,10.50%,0.80%,16.71%
Denmark,Retail - Qualifying Revolving,Dec-20,1.71%,32.23%,1.50%,67.50%
Denmark,Retail - Other Retail,Dec-20,0.67%,41.08%,1.97%,40.44%
Estonia,Corporates,Dec-20,0.77%,,1.65%,41.45%
Estonia,Corporates - Of Which: Specialised Lending,Dec-20,,,1.39%,30.32%
Estonia,Corporates - Of Which: SME,Dec-20,,,1.76%,40.20%
Estonia,Retail,Dec-20,0.71%,26.44%,1.37%,15.69%
Estonia,Retail - Secured on real estate property,Dec-20,0.66%,26.62%,1.06%,12.52%
Estonia,Retail - Qualifying Revolving,Dec-20,1.31%,,2.69%,68.81%
Estonia,Retail - Other Retail,Dec-20,0.90%,25.93%,2.75%,29.94%
Finland,Corporates,Dec-20,1.59%,14.64%,1.06%,35.09%
Finland,Corporates - Of Which: Specialised Lending,Dec-20,,,0.50%,27.14%
Finland,Corporates - Of Which: SME,Dec-20,2.28%,12.07%,1.38%,32.13%
Finland,Retail,Dec-20,1.26%,1.84%,1.17%,22.60%
Finland,Retail - Secured on real estate property,Dec-20,1.27%,1.52%,0.80%,20.38%
Finland,Retail - Qualifying Revolving,Dec-20,1.67%,30.72%,1.24%,69.71%
Finland,Retail - Other Retail,Dec-20,1.24%,4.20%,3.06%,32.04%
France,Corporates,Dec-20,0.88%,25.69%,1.83%,34.55%
France,Corporates - Of Which: Specialised Lending,Dec-20,0.56%,,1.08%,23.52%
France,Corporates - Of Which: SME,Dec-20,1.55%,32.26%,3.04%,34.63%
France,Retail,Dec-20,0.58%,22.31%,1.47%,17.04%
France,Retail - Secured on real estate property,Dec-20,0.41%,11.41%,1.08%,12.53%
France,Retail - Qualifying Revolving,Dec-20,0.83%,43.72%,3.02%,36.94%
France,Retail - Other Retail,Dec-20,0.89%,29.79%,1.88%,22.80%
Germany,Corporates,Dec-20,0.75%,34.83%,1.05%,36.78%
Germany,Corporates - Of Which: Specialised Lending,Dec-20,1.13%,45.41%,0.93%,33.47%
Germany,Corporates - Of Which: SME,Dec-20,0.75%,32.17%,1.13%,32.73%
Germany,Retail,Dec-20,0.65%,23.44%,0.96%,27.67%
Germany,Retail - Secured on real estate property,Dec-20,0.44%,8.44%,0.76%,17.22%
Germany,Retail - Qualifying Revolving,Dec-20,0.65%,32.23%,0.64%,65.80%
Germany,Retail - Other Retail,Dec-20,1.27%,37.24%,1.74%,46.07%
Greece,Corporates,Dec-20,,,6.92%,40.57%
Greece,Corporates - Of Which: Specialised Lending,Dec-20,,,5.14%,23.18%
Greece,Corporates - Of Which: SME,Dec-20,,,12.21%,39.37%
Greece,Retail,Dec-20,3.71%,34.94%,9.57%,31.42%
Greece,Retail - Secured on real estate property,Dec-20,4.05%,,10.06%,19.88%
Greece,Retail - Qualifying Revolving,Dec-20,2.07%,69.73%,3.34%,72.62%
Greece,Retail - Other Retail,Dec-20,4.03%,31.69%,10.34%,42.67%
Hungary,Corporates,Dec-20,2.00%,67.76%,1.78%,42.51%
Hungary,Corporates - Of Which: Specialised Lending,Dec-20,,,2.10%,30.60%
Hungary,Corporates - Of Which: SME,Dec-20,2.73%,,2.70%,46.71%
Hungary,Retail,Dec-20,0.73%,46.45%,2.95%,43.79%
Hungary,Retail - Secured on real estate property,Dec-20,0.65%,44.14%,2.29%,33.71%
Hungary,Retail - Qualifying Revolving,Dec-20,4.15%,34.92%,1.73%,67.70%
Hungary,Retail - Other Retail,Dec-20,0.83%,50.84%,4.36%,68.26%
Ireland,Corporates,Dec-20,1.88%,25.02%,1.68%,31.29%
Ireland,Corporates - Of Which: Specialised Lending,Dec-20,3.01%,,12.45%,30.51%
Ireland,Corporates - Of Which: SME,Dec-20,4.62%,19.21%,3.22%,37.41%
Ireland,Retail,Dec-20,1.36%,17.09%,2.73%,27.13%
Ireland,Retail - Secured on real estate property,Dec-20,1.25%,16.15%,2.63%,24.43%
Ireland,Retail - Qualifying Revolving,Dec-20,1.35%,10.94%,2.30%,61.38%
Ireland,Retail - Other Retail,Dec-20,3.40%,26.08%,4.05%,62.19%
Italy,Corporates,Dec-20,0.69%,27.51%,4.84%,37.07%
Italy,Corporates - Of Which: Specialised Lending,Dec-20,1.26%,,3.90%,21.13%
Italy,Corporates - Of Which: SME,Dec-20,1.16%,27.11%,9.74%,38.93%
Italy,Retail,Dec-20,4.17%,43.34%,2.28%,26.05%
Italy,Retail - Secured on real estate property,Dec-20,3.58%,36.38%,1.57%,19.40%
Italy,Retail - Qualifying Revolving,Dec-20,0.42%,24.96%,2.86%,55.59%
Italy,Retail - Other Retail,Dec-20,5.35%,51.74%,5.42%,40.81%
Latvia,Corporates,Dec-20,9.56%,,1.73%,41.72%
Latvia,Corporates - Of Which: Specialised Lending,Dec-20,,,,
Latvia,Corporates - Of Which: SME,Dec-20,,,2.06%,38.62%
Latvia,Retail,Dec-20,1.38%,35.09%,2.65%,24.57%
Latvia,Retail - Secured on real estate property,Dec-20,1.48%,32.34%,2.11%,18.53%
Latvia,Retail - Qualifying Revolving,Dec-20,1.31%,72.54%,3.90%,71.19%
Latvia,Retail - Other Retail,Dec-20,1.13%,44.22%,4.17%,42.95%
Lithuania,Corporates,Dec-20,2.59%,71.21%,1.53%,41.56%
Lithuania,Corporates - Of Which: Specialised Lending,Dec-20,,,,
Lithuania,Corporates - Of Which: SME,Dec-20,,,2.60%,39.97%
Lithuania,Retail,Dec-20,1.77%,36.54%,1.39%,18.08%
Lithuania,Retail - Secured on real estate property,Dec-20,1.91%,36.41%,1.19%,15.42%
Lithuania,Retail - Qualifying Revolving,Dec-20,1.42%,58.87%,1.35%,68.94%
Lithuania,Retail - Other Retail,Dec-20,1.00%,38.24%,2.69%,37.05%
Luxembourg,Corporates,Dec-20,0.99%,22.93%,1.17%,33.62%
Luxembourg,Corporates - Of Which: Specialised Lending,Dec-20,,,1.05%,25.95%
Luxembourg,Corporates - Of Which: SME,Dec-20,2.35%,9.92%,2.11%,29.36%
Luxembourg,Retail,Dec-20,0.42%,9.92%,0.96%,16.54%
Luxembourg,Retail - Secured on real estate property,Dec-20,0.27%,1.96%,0.84%,15.49%
Luxembourg,Retail - Qualifying Revolving,Dec-20,0.31%,33.32%,0.64%,6.64%
Luxembourg,Retail - Other Retail,Dec-20,1.29%,16.47%,1.94%,20.98%
Malta,Corporates,Dec-20,5.21%,31.96%,4.94%,23.62%
Malta,Corporates - Of Which: Specialised Lending,Dec-20,,,2.77%,17.50%
Malta,Corporates - Of Which: SME,Dec-20,,,2.23%,48.24%
Malta,Retail,Dec-20,0.61%,22.13%,1.04%,11.39%
Malta,Retail - Secured on real estate property,Dec-20,0.86%,,0.73%,16.62%
Malta,Retail - Qualifying Revolving,Dec-20,2.00%,,1.52%,76.42%
Malta,Retail - Other Retail,Dec-20,0.18%,24.31%,1.24%,6.34%
Netherlands,Corporates,Dec-20,1.53%,14.27%,1.54%,27.14%
Netherlands,Corporates - Of Which: Specialised Lending,Dec-20,1.22%,18.10%,1.51%,15.16%
Netherlands,Corporates - Of Which: SME,Dec-20,3.53%,13.48%,2.70%,17.48%
Netherlands,Retail,Dec-20,0.71%,9.59%,0.68%,12.56%
Netherlands,Retail - Secured on real estate property,Dec-20,0.63%,5.30%,0.62%,10.94%
Netherlands,Retail - Qualifying Revolving,Dec-20,1.22%,38.74%,4.56%,58.74%
Netherlands,Retail - Other Retail,Dec-20,1.96%,30.61%,2.08%,42.64%
Norway,Corporates,Dec-20,1.82%,29.55%,1.82%,47.63%
Norway,Corporates - Of Which: Specialised Lending,Dec-20,,,1.68%,20.20%
Norway,Corporates - Of Which: SME,Dec-20,0.86%,,1.33%,23.23%
Norway,Retail,Dec-20,0.31%,20.50%,0.87%,21.39%
Norway,Retail - Secured on real estate property,Dec-20,0.16%,7.07%,0.75%,19.86%
Norway,Retail - Qualifying Revolving,Dec-20,1.85%,30.91%,1.62%,65.76%
Norway,Retail - Other Retail,Dec-20,1.15%,28.31%,1.88%,32.00%
Poland,Corporates,Dec-20,0.79%,33.03%,1.65%,37.14%
Poland,Corporates - Of Which: Specialised Lending,Dec-20,,,0.82%,41.20%
Poland,Corporates - Of Which: SME,Dec-20,0.90%,,2.46%,32.19%
Poland,Retail,Dec-20,1.27%,32.45%,1.53%,35.73%
Poland,Retail - Secured on real estate property,Dec-20,0.74%,25.01%,0.68%,30.50%
Poland,Retail - Qualifying Revolving,Dec-20,1.32%,53.37%,2.44%,64.46%
Poland,Retail - Other Retail,Dec-20,2.43%,35.91%,3.66%,44.54%
Portugal,Corporates,Dec-20,1.51%,34.87%,3.62%,39.79%
Portugal,Corporates - Of Which: Specialised Lending,Dec-20,0.20%,,1.71%,32.28%
Portugal,Corporates - Of Which: SME,Dec-20,2.88%,27.21%,5.62%,40.14%
Portugal,Retail,Dec-20,0.98%,20.36%,1.36%,20.59%
Portugal,Retail - Secured on real estate property,Dec-20,0.60%,6.88%,1.02%,17.78%
Portugal,Retail - Qualifying Revolving,Dec-20,1.00%,23.98%,4.18%,38.47%
Portugal,Retail - Other Retail,Dec-20,2.47%,33.12%,3.33%,32.47%
Romania,Corporates,Dec-20,3.57%,,2.89%,40.95%
Romania,Corporates - Of Which: Specialised Lending,Dec-20,,,4.05%,30.06%
Romania,Corporates - Of Which: SME,Dec-20,6.73%,,3.96%,41.86%
Romania,Retail,Dec-20,2.13%,52.37%,2.07%,48.68%
Romania,Retail - Secured on real estate property,Dec-20,0.93%,,1.05%,37.22%
Romania,Retail - Qualifying Revolving,Dec-20,1.07%,51.39%,1.27%,49.44%
Romania,Retail - Other Retail,Dec-20,3.82%,57.34%,2.84%,59.59%
Slovakia,Corporates,Dec-20,2.18%,75.37%,2.03%,40.40%
Slovakia,Corporates - Of Which: Specialised Lending,Dec-20,,,5.40%,33.32%
Slovakia,Corporates - Of Which: SME,Dec-20,5.12%,71.80%,3.52%,41.70%
Slovakia,Retail,Dec-20,0.68%,43.01%,1.11%,23.98%
Slovakia,Retail - Secured on real estate property,Dec-20,0.50%,29.23%,0.82%,20.49%
Slovakia,Retail - Qualifying Revolving,Dec-20,0.87%,52.36%,2.64%,55.26%
Slovakia,Retail - Other Retail,Dec-20,1.74%,67.53%,3.01%,44.24%
Slovenia,Corporates,Dec-20,1.27%,,3.98%,40.18%
Slovenia,Corporates - Of Which: Specialised Lending,Dec-20,,,1.54%,16.89%
Slovenia,Corporates - Of Which: SME,Dec-20,4.70%,,6.94%,42.06%
Slovenia,Retail,Dec-20,7.62%,38.84%,2.64%,23.45%
Slovenia,Retail - Secured on real estate property,Dec-20,30.19%,,1.62%,15.80%
Slovenia,Retail - Qualifying Revolving,Dec-20,2.96%,,2.12%,69.26%
Slovenia,Retail - Other Retail,Dec-20,3.65%,51.72%,3.09%,25.01%
Spain,Corporates,Dec-20,1.38%,20.13%,2.90%,38.67%
Spain,Corporates - Of Which: Specialised Lending,Dec-20,3.08%,13.05%,1.37%,22.16%
Spain,Corporates - Of Which: SME,Dec-20,1.59%,27.32%,5.33%,40.41%
Spain,Retail,Dec-20,1.29%,28.77%,1.95%,28.76%
Spain,Retail - Secured on real estate property,Dec-20,0.90%,16.09%,1.20%,20.60%
Spain,Retail - Qualifying Revolving,Dec-20,1.03%,52.03%,2.72%,62.29%
Spain,Retail - Other Retail,Dec-20,2.67%,41.66%,4.67%,52.91%
Sweden,Corporates,Dec-20,0.25%,30.72%,0.66%,24.56%
Sweden,Corporates - Of Which: Specialised Lending,Dec-20,,,1.35%,27.80%
Sweden,Corporates - Of Which: SME,Dec-20,0.40%,27.58%,0.70%,17.37%
Sweden,Retail,Dec-20,0.13%,15.37%,0.36%,12.56%
Sweden,Retail - Secured on real estate property,Dec-20,0.08%,4.95%,0.29%,10.91%
Sweden,Retail - Qualifying Revolving,Dec-20,0.96%,28.51%,1.27%,68.88%
Sweden,Retail - Other Retail,Dec-20,0.68%,28.76%,1.44%,34.63%
United Kingdom,Corporates,Dec-20,1.16%,10.55%,1.60%,35.09%
United Kingdom,Corporates - Of Which: Specialised Lending,Dec-20,2.04%,7.96%,8.40%,29.97%
United Kingdom,Corporates - Of Which: SME,Dec-20,3.83%,9.02%,2.40%,27.74%
United Kingdom,Retail,Dec-20,0.66%,21.81%,1.51%,19.82%
United Kingdom,Retail - Secured on real estate property,Dec-20,0.45%,6.43%,1.33%,10.78%
United Kingdom,Retail - Qualifying Revolving,Dec-20,1.01%,43.39%,1.72%,71.21%
United Kingdom,Retail - Other Retail,Dec-20,2.30%,33.48%,4.05%,54.33%
Australia,Corporates,Dec-20,1.62%,7.57%,1.19%,28.20%
Australia,Corporates - Of Which: Specialised Lending,Dec-20,,,2.65%,17.57%
Australia,Corporates - Of Which: SME,Dec-20,,,0.99%,10.38%
Australia,Retail,Dec-20,1.38%,5.85%,0.99%,13.29%
Australia,Retail - Secured on real estate property,Dec-20,1.95%,5.26%,0.97%,12.76%
Australia,Retail - Qualifying Revolving,Dec-20,1.06%,23.84%,0.74%,85.44%
Australia,Retail - Other Retail,Dec-20,3.06%,16.22%,1.78%,23.98%
Canada,Corporates,Dec-20,0.64%,15.92%,1.51%,34.26%
Canada,Corporates - Of Which: Specialised Lending,Dec-20,,,1.85%,27.58%
Canada,Corporates - Of Which: SME,Dec-20,,,1.87%,20.94%
Canada,Retail,Dec-20,0.43%,7.36%,0.68%,19.32%
Canada,Retail - Secured on real estate property,Dec-20,0.23%,13.02%,0.50%,17.58%
Canada,Retail - Qualifying Revolving,Dec-20,0.72%,7.41%,1.73%,67.88%
Canada,Retail - Other Retail,Dec-20,2.00%,13.73%,2.16%,29.10%
China,Corporates,Dec-20,0.47%,,0.79%,47.24%
China,Corporates - Of Which: Specialised Lending,Dec-20,,,1.69%,35.56%
China,Corporates - Of Which: SME,Dec-20,,,2.88%,39.49%
China,Retail,Dec-20,0.05%,16.69%,0.94%,21.35%
China,Retail - Secured on real estate property,Dec-20,0.65%,,1.02%,11.48%
China,Retail - Qualifying Revolving,Dec-20,0.16%,29.13%,0.72%,83.18%
China,Retail - Other Retail,Dec-20,0.07%,17.88%,0.71%,10.77%
Hong Kong,Corporates,Dec-20,0.72%,18.92%,1.14%,36.04%
Hong Kong,Corporates - Of Which: Specialised Lending,Dec-20,,,1.96%,18.82%
Hong Kong,Corporates - Of Which: SME,Dec-20,,,4.70%,19.96%
Hong Kong,Retail,Dec-20,0.01%,15.45%,0.61%,33.02%
Hong Kong,Retail - Secured on real estate property,Dec-20,0.01%,,0.42%,10.47%
Hong Kong,Retail - Qualifying Revolving,Dec-20,0.01%,51.86%,0.86%,95.75%
Hong Kong,Retail - Other Retail,Dec-20,0.02%,27.27%,0.93%,23.01%
India,Corporates,Dec-20,2.82%,3.15%,3.93%,44.18%
India,Corporates - Of Which: Specialised Lending,Dec-20,,,2.97%,27.86%
India,Corporates - Of Which: SME,Dec-20,,,7.01%,32.67%
India,Retail,Dec-20,2.17%,65.41%,8.56%,54.48%
India,Retail - Secured on real estate property,Dec-20,2.76%,,4.46%,36.92%
India,Retail - Qualifying Revolving,Dec-20,1.91%,48.27%,11.45%,79.30%
India,Retail - Other Retail,Dec-20,5.04%,86.50%,6.30%,58.01%
"Korea, Republic Of",Corporates,Dec-20,0.08%,,0.81%,37.52%
"Korea, Republic Of",Corporates - Of Which: Specialised Lending,Dec-20,,,1.06%,13.43%
"Korea, Republic Of",Corporates - Of Which: SME,Dec-20,,,3.70%,15.53%
"Korea, Republic Of",Retail,Dec-20,0.12%,53.13%,0.87%,35.64%
"Korea, Republic Of",Retail - Secured on real estate property,Dec-20,0.08%,,0.18%,9.97%
"Korea, Republic Of",Retail - Qualifying Revolving,Dec-20,0.02%,79.95%,0.40%,75.16%
"Korea, Republic Of",Retail - Other Retail,Dec-20,0.21%,82.39%,2.27%,78.02%
Russian Federation,Corporates,Dec-20,0.11%,,0.64%,39.02%
Russian Federation,Corporates - Of Which: Specialised Lending,Dec-20,,,0.98%,21.91%
Russian Federation,Corporates - Of Which: SME,Dec-20,,,3.03%,43.65%
Russian Federation,Retail,Dec-20,3.10%,25.80%,2.27%,18.59%
Russian Federation,Retail - Secured on real estate property,Dec-20,5.26%,21.60%,2.44%,17.63%
Russian Federation,Retail - Qualifying Revolving,Dec-20,2.03%,51.30%,2.10%,64.17%
Russian Federation,Retail - Other Retail,Dec-20,1.84%,65.14%,0.97%,19.31%
Singapore,Corporates,Dec-20,2.37%,52.94%,2.51%,31.56%
Singapore,Corporates - Of Which: Specialised Lending,Dec-20,,,4.17%,21.81%
Singapore,Corporates - Of Which: SME,Dec-20,,,9.79%,27.37%
Singapore,Retail,Dec-20,0.06%,23.87%,0.64%,21.96%
Singapore,Retail - Secured on real estate property,Dec-20,1.27%,,0.28%,16.00%
Singapore,Retail - Qualifying Revolving,Dec-20,0.31%,31.69%,2.48%,72.18%
Singapore,Retail - Other Retail,Dec-20,0.05%,49.00%,1.07%,16.98%
Switzerland,Corporates,Dec-20,1.64%,5.95%,1.06%,31.88%
Switzerland,Corporates - Of Which: Specialised Lending,Dec-20,,,0.86%,25.35%
Switzerland,Corporates - Of Which: SME,Dec-20,3.30%,29.01%,1.82%,28.00%
Switzerland,Retail,Dec-20,0.52%,16.10%,0.76%,18.90%
Switzerland,Retail - Secured on real estate property,Dec-20,0.70%,11.82%,0.73%,19.01%
Switzerland,Retail - Qualifying Revolving,Dec-20,0.84%,30.02%,1.67%,55.87%
Switzerland,Retail - Other Retail,Dec-20,0.31%,27.30%,1.02%,16.20%
United States,Corporates,Dec-20,1.10%,16.66%,1.20%,29.44%
United States,Corporates - Of Which: Specialised Lending,Dec-20,4.62%,16.78%,2.79%,21.18%
United States,Corporates - Of Which: SME,Dec-20,0.34%,,2.55%,21.32%
United States,Retail,Dec-20,1.29%,13.18%,1.91%,47.20%
United States,Retail - Secured on real estate property,Dec-20,0.38%,10.32%,0.96%,45.30%
United States,Retail - Qualifying Revolving,Dec-20,0.02%,18.11%,2.12%,92.81%
United States,Retail - Other Retail,Dec-20,3.70%,15.17%,2.75%,31.78%
Austria,Corporates,Sep-20,0.34%,28.35%,1.17%,33.77%
Austria,Corporates - Of Which: Specialised Lending,Sep-20,,,1.62%,10.22%
Austria,Corporates - Of Which: SME,Sep-20,0.79%,20.27%,2.25%,30.60%
Austria,Retail,Sep-20,0.47%,28.76%,1.33%,27.25%
Austria,Retail - Secured on real estate property,Sep-20,0.40%,7.91%,1.17%,11.09%
Austria,Retail - Qualifying Revolving,Sep-20,0.19%,49.53%,0.78%,64.42%
Austria,Retail - Other Retail,Sep-20,0.61%,50.13%,1.81%,56.48%
Belgium,Corporates,Sep-20,0.98%,25.42%,2.26%,26.82%
Belgium,Corporates - Of Which: Specialised Lending,Sep-20,,,1.13%,22.18%
Belgium,Corporates - Of Which: SME,Sep-20,1.26%,13.08%,2.69%,24.61%
Belgium,Retail,Sep-20,0.78%,9.80%,1.10%,17.29%
Belgium,Retail - Secured on real estate property,Sep-20,0.67%,4.10%,0.99%,13.32%
Belgium,Retail - Qualifying Revolving,Sep-20,2.38%,9.41%,0.51%,49.35%
Belgium,Retail - Other Retail,Sep-20,1.17%,22.82%,1.72%,33.13%
Bulgaria,Corporates,Sep-20,0.22%,,2.26%,42.45%
Bulgaria,Corporates - Of Which: Specialised Lending,Sep-20,,,59.27%,51.82%
Bulgaria,Corporates - Of Which: SME,Sep-20,,,2.88%,42.51%
Bulgaria,Retail,Sep-20,1.85%,47.83%,2.60%,33.14%
Bulgaria,Retail - Secured on real estate property,Sep-20,1.39%,,2.23%,23.72%
Bulgaria,Retail - Qualifying Revolving,Sep-20,1.73%,71.28%,3.20%,42.37%
Bulgaria,Retail - Other Retail,Sep-20,2.95%,64.44%,3.65%,56.33%
Croatia,Corporates,Sep-20,1.13%,,2.55%,40.58%
Croatia,Corporates - Of Which: Specialised Lending,Sep-20,,,1.16%,19.97%
Croatia,Corporates - Of Which: SME,Sep-20,,,4.04%,41.91%
Croatia,Retail,Sep-20,2.63%,16.64%,2.28%,35.00%
Croatia,Retail - Secured on real estate property,Sep-20,,,1.77%,29.30%
Croatia,Retail - Qualifying Revolving,Sep-20,1.26%,30.38%,2.09%,61.76%
Croatia,Retail - Other Retail,Sep-20,3.20%,16.70%,2.60%,38.28%
Cyprus,Corporates,Sep-20,7.61%,,4.65%,35.57%
Cyprus,Corporates - Of Which: Specialised Lending,Sep-20,,,2.74%,27.32%
Cyprus,Corporates - Of Which: SME,Sep-20,,,3.68%,27.80%
Cyprus,Retail,Sep-20,0.24%,21.56%,0.71%,15.24%
Cyprus,Retail - Secured on real estate property,Sep-20,,,0.89%,13.26%
Cyprus,Retail - Qualifying Revolving,Sep-20,1.01%,19.67%,0.43%,58.76%
Cyprus,Retail - Other Retail,Sep-20,0.09%,33.79%,0.71%,13.75%
Czech,Corporates,Sep-20,0.53%,52.93%,2.18%,32.60%
Czech,Corporates - Of Which: Specialised Lending,Sep-20,0.06%,58.67%,1.64%,26.53%
Czech,Corporates - Of Which: SME,Sep-20,0.85%,44.99%,3.16%,32.05%
Czech,Retail,Sep-20,0.63%,31.78%,1.52%,27.84%
Czech,Retail - Secured on real estate property,Sep-20,0.36%,18.02%,1.12%,21.27%
Czech,Retail - Qualifying Revolving,Sep-20,1.13%,31.29%,3.07%,52.21%
Czech,Retail - Other Retail,Sep-20,1.34%,41.03%,2.69%,45.80%
Denmark,Corporates,Sep-20,0.48%,17.02%,1.22%,22.36%
Denmark,Corporates - Of Which: Specialised Lending,Sep-20,,,1.83%,22.70%
Denmark,Corporates - Of Which: SME,Sep-20,0.44%,,1.53%,19.27%
Denmark,Retail,Sep-20,0.37%,14.32%,0.87%,18.26%
Denmark,Retail - Secured on real estate property,Sep-20,0.36%,10.17%,0.81%,16.61%
Denmark,Retail - Qualifying Revolving,Sep-20,1.42%,33.79%,1.26%,56.75%
Denmark,Retail - Other Retail,Sep-20,0.52%,41.65%,2.06%,40.36%
Estonia,Corporates,Sep-20,0.44%,31.96%,1.27%,41.42%
Estonia,Corporates - Of Which: Specialised Lending,Sep-20,,,1.04%,34.01%
Estonia,Corporates - Of Which: SME,Sep-20,1.03%,31.41%,1.78%,39.83%
Estonia,Retail,Sep-20,0.51%,25.64%,1.38%,15.85%
Estonia,Retail - Secured on real estate property,Sep-20,0.46%,25.89%,1.04%,12.55%
Estonia,Retail - Qualifying Revolving,Sep-20,4.19%,,2.31%,64.60%
Estonia,Retail - Other Retail,Sep-20,0.68%,25.13%,2.83%,30.15%
Finland,Corporates,Sep-20,1.13%,15.65%,1.06%,35.28%
Finland,Corporates - Of Which: Specialised Lending,Sep-20,,,0.59%,27.74%
Finland,Corporates - Of Which: SME,Sep-20,1.76%,12.62%,1.43%,31.88%
Finland,Retail,Sep-20,0.96%,1.93%,1.28%,23.07%
Finland,Retail - Secured on real estate property,Sep-20,0.96%,1.63%,0.88%,20.57%
Finland,Retail - Qualifying Revolving,Sep-20,1.25%,,1.49%,67.50%
Finland,Retail - Other Retail,Sep-20,0.93%,4.34%,3.19%,33.01%
France,Corporates,Sep-20,0.68%,25.42%,1.83%,34.37%
France,Corporates - Of Which: Specialised Lending,Sep-20,0.25%,,1.07%,21.46%
France,Corporates - Of Which: SME,Sep-20,1.14%,31.29%,2.98%,35.06%
France,Retail,Sep-20,0.45%,22.24%,1.44%,17.40%
France,Retail - Secured on real estate property,Sep-20,0.32%,11.35%,1.16%,13.01%
France,Retail - Qualifying Revolving,Sep-20,0.64%,43.01%,3.13%,37.21%
France,Retail - Other Retail,Sep-20,0.67%,30.22%,1.90%,22.99%
Germany,Corporates,Sep-20,0.62%,36.92%,1.07%,36.94%
Germany,Corporates - Of Which: Specialised Lending,Sep-20,0.52%,44.06%,1.03%,33.20%
Germany,Corporates - Of Which: SME,Sep-20,0.49%,31.64%,1.15%,32.91%
Germany,Retail,Sep-20,0.49%,23.51%,1.02%,27.62%
Germany,Retail - Secured on real estate property,Sep-20,0.34%,8.58%,0.80%,17.14%
Germany,Retail - Qualifying Revolving,Sep-20,0.42%,39.89%,0.66%,64.48%
Germany,Retail - Other Retail,Sep-20,0.94%,36.72%,1.90%,45.95%
Greece,Corporates,Sep-20,2.78%,,6.82%,40.48%
Greece,Corporates - Of Which: Specialised Lending,Sep-20,,,4.44%,22.30%
Greece,Corporates - Of Which: SME,Sep-20,,,11.36%,39.23%
Greece,Retail,Sep-20,2.75%,39.67%,11.05%,31.09%
Greece,Retail - Secured on real estate property,Sep-20,3.43%,,11.83%,19.68%
Greece,Retail - Qualifying Revolving,Sep-20,1.37%,89.18%,3.90%,73.15%
Greece,Retail - Other Retail,Sep-20,1.94%,52.50%,11.94%,41.40%
Hungary,Corporates,Sep-20,1.58%,64.02%,1.89%,42.60%
Hungary,Corporates - Of Which: Specialised Lending,Sep-20,,,1.60%,29.98%
Hungary,Corporates - Of Which: SME,Sep-20,2.03%,,2.87%,47.67%
Hungary,Retail,Sep-20,0.61%,31.76%,2.99%,43.10%
Hungary,Retail - Secured on real estate property,Sep-20,0.58%,39.23%,2.34%,33.84%
Hungary,Retail - Qualifying Revolving,Sep-20,1.93%,31.50%,1.50%,63.06%
Hungary,Retail - Other Retail,Sep-20,0.63%,45.36%,4.34%,65.73%
Ireland,Corporates,Sep-20,1.57%,26.88%,1.27%,30.32%
Ireland,Corporates - Of Which: Specialised Lending,Sep-20,3.05%,3.16%,12.29%,29.78%
Ireland,Corporates - Of Which: SME,Sep-20,3.09%,18.79%,2.99%,36.12%
Ireland,Retail,Sep-20,1.10%,16.79%,1.93%,27.07%
Ireland,Retail - Secured on real estate property,Sep-20,1.02%,15.92%,1.73%,24.32%
Ireland,Retail - Qualifying Revolving,Sep-20,1.20%,9.97%,2.36%,61.48%
Ireland,Retail - Other Retail,Sep-20,2.58%,26.26%,4.26%,62.17%
Italy,Corporates,Sep-20,0.55%,26.94%,5.30%,37.57%
Italy,Corporates - Of Which: Specialised Lending,Sep-20,1.41%,,3.80%,20.98%
Italy,Corporates - Of Which: SME,Sep-20,0.96%,26.11%,10.55%,39.85%
Italy,Retail,Sep-20,3.28%,42.91%,2.46%,26.52%
Italy,Retail - Secured on real estate property,Sep-20,2.77%,35.84%,1.72%,19.55%
Italy,Retail - Qualifying Revolving,Sep-20,0.34%,24.11%,3.01%,55.12%
